hgnc_id,gene,pubmed_hits,pubmed_query,as_of
HGNC:29877,UBAP2L,39,"(""UBAP2L""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12472,UBE2A,60,"(""UBE2A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12496,UBE3A,623,"(""UBE3A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:16806,UBR5,170,"(""UBR5""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:20344,UBR7,17,"(""UBR7""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12511,UBTF,77,"(""UBTF""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:26941,UFC1,61,"(""UFC1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:20597,UFM1,160,"(""UFM1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:25640,UFSP2,26,"(""UFSP2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12525,UGDH,97,"(""UGDH""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:15663,UGGT1,37,"(""UGGT1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12527,UGP2,40,"(""UGP2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12563,UMPS,70,"(""UMPS""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:23150,UNC13A,62,"(""UNC13A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:19966,UNC79,18,"(""UNC79""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:26582,UNC80,35,"(""UNC80""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:20439,UPF3B,86,"(""UPF3B""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12616,USP18,262,"(""USP18""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12632,USP9X,306,"(""USP9X""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12643,VAMP2,318,"(""VAMP2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12651,VARS1,7,"(""VARS1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:21642,VARS2,29,"(""VARS2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12698,VLDLR,400,"(""VLDLR""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:14583,VPS11,37,"(""VPS11""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:1908,VPS13A,128,"(""VPS13A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:23595,VPS13D,45,"(""VPS13D""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:20312,VPS36,23,"(""VPS36""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:13488,VPS4A,92,"(""VPS4A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:17327,WAC,221,"(""WAC""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12730,WARS2,44,"(""WARS2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12732,WASF1,26,"(""WASF1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:29174,WASHC4,6,"(""WASHC4""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:20751,WDFY3,50,"(""WDFY3""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:21208,WDR26,46,"(""WDR26""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:31406,WDR37,14,"(""WDR37""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:28912,WDR45,146,"(""WDR45""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:25072,WDR45B,14,"(""WDR45B""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12757,WDR5,384,"(""WDR5""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:24502,WDR62,101,"(""WDR62""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:25928,WDR73,22,"(""WDR73""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:29175,WDTC1,11,"(""WDTC1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:14543,WNK3,59,"(""WNK3""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12799,WWOX,515,"(""WWOX""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12827,XPR1,118,"(""XPR1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:25489,YEATS2,42,"(""YEATS2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:30511,YIF1B,12,"(""YIF1B""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:24877,YIPF5,13,"(""YIPF5""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12851,YWHAE,256,"(""YWHAE""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12852,YWHAG,79,"(""YWHAG""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:13030,ZBTB18,49,"(""ZBTB18""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:24931,ZC4H2,34,"(""ZC4H2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:18475,ZDHHC9,47,"(""ZDHHC9""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:14881,ZEB2,1106,"(""ZEB2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12873,ZIC2,206,"(""ZIC2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:16493,ZMIZ1,108,"(""ZMIZ1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:16966,ZMYND11,70,"(""ZMYND11""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9397,ZMYND8,69,"(""ZMYND8""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12927,ZNF142,15,"(""ZNF142""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12933,ZNF148,50,"(""ZNF148""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:15807,ZNF335,33,"(""ZNF335""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:29415,ZNF526,6,"(""ZNF526""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:12309,ZNHIT3,16,"(""ZNHIT3""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:29316,ZSWIM6,14,"(""ZSWIM6""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
