hgnc_id,symbol,gene_name,tier,domain,disputed,disputed_note,n_sources,sources,orphacodes,synonyms,omim_id,ensembl_gene_id,locus_group,ev_clingen,ev_g2p_dd,ev_orphadata_genes,ev_panelapp_au_epilepsy,ev_panelapp_au_id,ev_panelapp_ge_epilepsy,ev_panelapp_ge_id,ev_sfari,ev_sysndd,on_clingen,on_g2p_dd,on_genes4epilepsy,on_orphadata_genes,on_panelapp_au_epilepsy,on_panelapp_au_id,on_panelapp_ge_epilepsy,on_panelapp_ge_id,on_sfari,on_sysndd,pheno_clingen,pheno_g2p_dd,pheno_genes4epilepsy,pheno_panelapp_au_epilepsy,pheno_panelapp_au_id,pheno_panelapp_ge_epilepsy,pheno_panelapp_ge_id,simons_on_list,simons_list_version,simons_page_url,simons_report_url,on_simons_gene_list,el_tier,disorder,el_foundation,el_foundation_url,el_registry,el_registry_url,el_platforms,simons_enrolled,cords,therapeutics,fda_report,fda_report_url,on_epilepsylive_pag,gene_family,opathy,opathy_basis,on_opathy,pubmed_hits,pubmed_query,pubmed_as_of,on_pubmed_gene_counts,registries
HGNC:11868,TRAPPC10,trafficking protein particle complex subunit 10,T1,ndd_with_epilepsy,False,,7,g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_id;sysndd,2512,TMEM1;EHOC-1;TRS130,602103,ENSG00000160218,protein-coding gene,,limited,Assessed,Green,Green,,Amber,,Definitive,False,True,True,True,True,True,False,True,False,True,,TRAPPC10-related intellectual disability,DEE,"Neurodevelopmental disorder with microcephaly, short stature, and speech delay, MIM# 620027","Neurodevelopmental disorder with microcephaly, short stature, and speech delay, MIM# 620027",,"Neurodevelopmental disorder with microcephaly, short stature, and speech delay, OMIM:620027",,,,,False,,,,,,,,,,,,,False,,,,False,10,"(""TRAPPC10""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:25751,TRAPPC11,trafficking protein particle complex subunit 11,T1,ndd_with_epilepsy,False,,7,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,369840;369847;869,C4orf41;FLJ12716;gry;foigr,614138,ENSG00000168538,protein-coding gene,Definitive,definitive,Assessed,,Green,,Amber,,Definitive,True,True,True,True,False,True,False,True,False,True,autosomal recessive limb-girdle muscular dystrophy,"TRAPPC11-related muscular dystrophy, limb-girdle",DEE,,"Muscular dystrophy, limb-girdle, autosomal recessive 18; OMIM #615356",,myopathy and intellectual disability,,,,,False,,,,,,,,,,,,,False,,,,False,30,"(""TRAPPC11""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:24284,TRAPPC12,trafficking protein particle complex subunit 12,T1,ndd_with_epilepsy,False,,8,g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd,500144,TTC15;CGI-87;TTC-15,614139,ENSG00000171853,protein-coding gene,,strong,Assessed,Green,Green,Green,Green,,Definitive,False,True,True,True,True,True,True,True,False,True,,TRAPPC12-related progressive childhood encephalopathy and Golgi dysfunction,DEE,"Encephalopathy, progressive, early-onset, with brain atrophy and spasticity, MIM#617669","Encephalopathy, progressive, early-onset, with brain atrophy and spasticity, MIM#617669","Encephalopathy, progressive, early-onset, with brain atrophy and spasticity, OMIM:617669; Early-onset progressive encephalopathy-hearing loss-pons hypoplasia-brain atrophy syndrome, MONDO:0044696","Encephalopathy, progressive, early-onset, with brain atrophy and spasticity, OMIM:617669; Early-onset progressive encephalopathy-hearing loss-pons hypoplasia-brain atrophy syndrome, MONDO:0044696",,,,,False,,,,,,,,,,,,,False,,,,False,16,"(""TRAPPC12""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:23068,TRAPPC2,trafficking protein particle complex subunit 2,T1,ndd_no_documented_epilepsy,False,,3,g2p_dd;orphadata_genes;panelapp_ge_id,93284,SEDL;TRS20;SEDT;MIP-2A;ZNF547L;hYP38334,300202,ENSG00000196459,protein-coding gene,,definitive,Assessed,,,,Red,,,False,True,False,True,False,False,False,True,False,False,,TRAPPC2-related spondyloepiphyseal dysplasia tarda,,,,,NA,,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:30887,TRAPPC2L,trafficking protein particle complex subunit 2L,T1,ndd_with_epilepsy,False,,6,g2p_dd;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_id;sfari;sysndd,,HSPC176,610970,ENSG00000167515,protein-coding gene,,limited,,Red,Green,,Amber,3,Definitive,False,True,False,False,True,True,False,True,True,True,,"TRAPPC2L-related encephalopathy, progressive, early-onset, with episodic rhabdomyolysis",,"Encephalopathy, progressive, early-onset, with episodic rhabdomyolysis, 618331","Neurodevelopmental disorder - MONDO:0700092, TRAPPC2L-related",,"encephalopathy, progressive, early-onset, with episodic rhabdomyolysis, MONDO:0032681; Encephalopathy, progressive, early-onset, with episodic rhabdomyolysis, OMIM:618331",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:19943,TRAPPC4,trafficking protein particle complex subunit 4,T1,ndd_with_epilepsy,False,,9,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd,528084,TRS23;SBDN;PTD009,610971,ENSG00000196655,protein-coding gene,Definitive,definitive,Assessed,Green,Green,Green,Green,,Definitive,True,True,True,True,True,True,True,True,False,True,"neurodevelopmental disorder with epilepsy, spasticity, and brain atrophy","TRAPPC4-related neurodevelopmental disorder with epilepsy, spasticity, and brain atrophy",DEE,"Neurodevelopmental disorder with epilepsy, spasticity, and brain atrophy, MIM# 618741","Neurodevelopmental disorder with epilepsy, spasticity, and brain atrophy, MIM# 618741","Neurodevelopmental disorder with epilepsy, spasticity, and brain atrophy, 618741","Neurodevelopmental disorder with epilepsy, spasticity, and brain atrophy, 618741",,,,,False,,,,,,,,,,,,,False,,,,False,22,"(""TRAPPC4""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:23066,TRAPPC6B,trafficking protein particle complex subunit 6B,T1,ndd_with_epilepsy,False,,9,clingen;g2p_dd;genes4epilepsy;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd,,,610397,ENSG00000182400,protein-coding gene,Definitive,strong,,Green,Green,Amber,Green,,Definitive,True,True,True,False,True,True,True,True,True,True,"neurodevelopmental disorder with microcephaly, epilepsy, and brain atrophy","TRAPPC6B-related neurodevelopmental disorder with microcephaly, epilepsy, and brain atrophy",DEE,"Neurodevelopmental disorder with microcephaly, epilepsy, and brain atrophy, MIM# 617862","Neurodevelopmental disorder with microcephaly, epilepsy, and brain atrophy, MIM# 617862","Neurodevelopmental disorder with microcephaly, epilepsy, and brain atrophy, OMIM:617862","Neurodevelopmental disorder with microcephaly, epilepsy, and brain atrophy, OMIM:617862",,,,,False,,,,,,,,,,,,,False,,,,False,9,"(""TRAPPC6B""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:30832,TRAPPC9,trafficking protein particle complex subunit 9,T1,ndd_no_documented_epilepsy,False,,7,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd,352530;88616,IKBKBBP;NIBP;KIAA1882;T1;TRS120;MRT13,611966,ENSG00000167632,protein-coding gene,Definitive,definitive,Assessed,,Green,,Green,2,Definitive,True,True,False,True,False,True,False,True,True,True,intellectual disability-obesity-brain malformations-facial dysmorphism syndrome,TRAPPC9-related intellectual developmental disorder,,,"Intellectual disability, autosomal recessive 13 (MIM# 613192)",,"Mental retardation, autosomal recessive 13, OMIM:613192",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:12269,TREX1,three prime repair exonuclease 1,T1,ndd_with_epilepsy,False,,9,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd,247691;481662;51;536,AGS1;DRN3,606609,ENSG00000213689,protein-coding gene,Definitive,definitive,Assessed,Green,Green,Green,Green,,Definitive,True,True,True,True,True,True,True,True,False,True,TREX1-related type 1 interferonopathy; retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,TREX1-related Aicardi-Goutieres syndrome,DEE,"Aicardi-Goutieres syndrome 1, dominant and recessive; Chilblain lupus; {Systemic lupus erythematosus, susceptibility to}; Vasculopathy, retinal, with cerebral leukodystrophy",Aicardi-Goutieres syndrome MONDO:0018866,"Aicardi-Goutieres syndrome 1, dominant and recessive, 225750; seizures; Vasculopathy, retinal, with cerebral leukodystrophy, 192315; {Systemic lupus erythematosus, susceptibility to}, 152700","Aicardi-Goutieres syndrome 1, dominant and recessive, 225750Chilblain lupus, 610448Vasculopathy, retinal, with cerebral leukodystrophy, 192315{Systemic lupus erythematosus, susceptibility to}, 152700; AICARDI-GOUTIERES SYNDROME 1, DOMINANT AND RECESSIVE",,,,,False,,,,,,,,,,,,,False,,,,False,456,"(""TREX1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:16380,TRIM32,tripartite motif containing 32,T1,ndd_no_documented_epilepsy,False,,7,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd,110;1878,LGMD2H;HT2A;TATIP;BBS11,602290,ENSG00000119401,protein-coding gene,Definitive;Limited,definitive;limited,Assessed,,Red,,Red,3,Limited,True,True,False,True,False,True,False,True,True,True,Bardet-Biedl syndrome 11; autosomal recessive limb-girdle muscular dystrophy,TRIM32-related Bardet-Biedl syndrome; TRIM32-related limb-girdle muscular dystrophy,,,"Bardet-Biedl syndrome 11, MIM# 615988",,"Bardet-Biedl syndrome 11, 615988",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:7523,TRIM37,tripartite motif containing 37,T1,ndd_no_documented_epilepsy,False,,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,2576,MUL;KIAA0898;POB1;TEF3,605073,ENSG00000108395,protein-coding gene,Definitive,definitive,Assessed,,Red,,Red,,Limited,True,True,False,True,False,True,False,True,False,True,mulibrey nanism,TRIM37-related mulibrey nanism,,,Mulibrey nanism; OMIM #253250,,MULIBREY NANISM; MUL; Muscle-liver-brain-eye nanism,,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:32669,TRIM71,tripartite motif containing 71,T1,ndd_no_documented_epilepsy,False,,4,g2p_dd;orphadata_genes;panelapp_au_id;sysndd,269505,LIN41;LIN-41,618570,ENSG00000206557,protein-coding gene,,moderate,Assessed,,Green,,,,Definitive,False,True,False,True,False,True,False,False,False,True,,TRIM71-related neurodevelopmental disorder with ventriculomegaly and hydrocephalus,,,Congenital hydrocephalus 4 (MIM#618667),,,,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:15579,TRIM8,tripartite motif containing 8,T1,ndd_with_epilepsy,False,,10,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd,1934,RNF27;GERP,606125,ENSG00000171206,protein-coding gene,Definitive,definitive,Assessed,Green,Green,Green,Green,3,Definitive,True,True,True,True,True,True,True,True,True,True,focal segmental glomerulosclerosis and neurodevelopmental syndrome,TRIM8-related neurodevelopmental disorder,DEE,"Focal segmental glomerulosclerosis and neurodevelopmental syndrome, MIM# 619428; Intellectual disability; Seizures","Focal segmental glomerulosclerosis and neurodevelopmental syndrome, MIM# 619428; Intellectual disability; Seizures; FSGS",Early-onset epileptic encephalopathy (EOEE); EE; Seizures,Global developmental delay; Intellectual disability; Seizures,,,,,False,,,,,,,,,,,,,False,,,,False,78,"(""TRIM8""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:12303,TRIO,trio Rho guanine nucleotide exchange factor,T1,ndd_with_epilepsy,False,,9,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_id;sfari;sysndd,476126,ARHGEF23,601893,ENSG00000038382,protein-coding gene,Definitive,strong,Assessed,Green,Green,,Green,1,Definitive,True,True,True,True,True,True,False,True,True,True,syndromic intellectual disability,TRIO-related intellectual disability,DEE,"Intellectual developmental disorder, autosomal dominant 44, with microcephaly MIM#617061; Intellectual developmental disorder, autosomal dominant 63, with macrocephaly MIM#618825","Mental retardation, autosomal dominant 44, MIM# 617061",,"Intellectual developmental disorder, autosomal dominant 44, with microcephaly, OMIM:617061; Intellectual developmental disorder, autosomal dominant 63, with macrocephaly, OMIM:618825",yes,2024-11,https://www.simonssearchlight.org/research/what-we-study/trio/,https://cdn.simonssearchlight.org/wp-content/uploads/2025/10/14115456/TRIO-25Q3.pdf,True,2,TRIO-related neurodevelopmental disorder (NDD with epilepsy),TRIO Family Foundation (small); autism research overlap,,Simons Searchlight; family registry,,Simons Searchlight (SFARI Base); Sanford CoRDS (umbrella),Yes (TRIO enrolled),Umbrella,Preclinical only,,,True,,,,True,3614,"(""TRIO""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,"[{""platform"": ""Simons Searchlight"", ""registry_name"": ""SFARI Base"", ""registry_url"": """", ""platform_url"": ""https://www.simonssearchlight.org/"", ""platform_basis"": ""platform description"", ""notes"": """"}, {""platform"": ""Sanford CoRDS"", ""registry_name"": """", ""registry_url"": """", ""platform_url"": ""https://research.sanfordhealth.org/rare-disease-registry"", ""platform_basis"": ""platform description"", ""notes"": ""registered under an umbrella entry""}]"
HGNC:12305,TRIP11,thyroid hormone receptor interactor 11,T1,ndd_no_documented_epilepsy,False,,4,clingen;g2p_dd;orphadata_genes;panelapp_ge_id,166272;93299,CEV14;Trip230;GMAP-210;GMAP210,604505,ENSG00000100815,protein-coding gene,Definitive,definitive,Assessed,,,,Red,,,True,True,False,True,False,False,False,True,False,False,TRIP11-related skeletal dysplasia,TRIP11-related achondrogenesis,,,,,"Achondrogenesis, type IA, 200600",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:12306,TRIP12,thyroid hormone receptor interactor 12,T1,ndd_with_epilepsy,False,,9,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_id;sfari;sysndd,528084,KIAA0045;ULF;TRIPC,604506,ENSG00000153827,protein-coding gene,Definitive,definitive,Assessed,Amber,Green,,Green,1,Definitive,True,True,True,True,True,True,False,True,True,True,complex neurodevelopmental disorder,TRIP12-related intellectual disability with or without autism spectrum disorder,DEE,"Intellectual developmental disorder, autosomal dominant 49	MIM#617752","Mental retardation autosomal dominant 49, Clark-Baraitser Syndrome, MIM#617752",,"Mental retardation, autosomal dominant 49	617752",yes,2024-11,https://www.simonssearchlight.org/research/what-we-study/trip12/,https://cdn.simonssearchlight.org/wp-content/uploads/2025/10/14115452/TRIP12-25Q3.pdf,True,,,,,,,,,,,,,False,,,,False,79,"(""TRIP12""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:12307,TRIP13,thyroid hormone receptor interactor 13,T1,ndd_with_epilepsy,False,,6,g2p_dd;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id,1052;654,16E1BP,604507,ENSG00000071539,protein-coding gene,,strong,Assessed,Amber,Amber,Amber,Red,,,False,True,False,True,True,True,True,True,False,False,,TRIP13-related mosaic variegated aneuploidy and Wilms tumour,,"Mosaic variegated aneuploidy syndrome 3, MIM# 617598","Mosaic variegated aneuploidy syndrome 3, MIM# 617598","Mosaic variegated aneuploidy syndrome 3, 617598",Mosaic variegated aneuploidy syndrome 3	617598,,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:12310,TRIP4,thyroid hormone receptor interactor 4,T1,ndd_no_documented_epilepsy,False,,3,g2p_dd;orphadata_genes;sysndd,486811;486815,HsT17391;ZC2HC5;ASC-1,604501,ENSG00000103671,protein-coding gene,,strong,Assessed,,,,,,Limited,False,True,False,True,False,False,False,False,False,True,,TRIP4-related prenatal spinal muscular atrophy and congenital bone fractures,,,,,,,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:20286,TRIT1,tRNA isopentenyltransferase 1,T1,ndd_with_epilepsy,False,,8,clingen;g2p_dd;genes4epilepsy;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd,,FLJ20061;IPT,617840,ENSG00000043514,protein-coding gene,Definitive,strong,,Green,Green,Green,Green,,Definitive,True,True,True,False,True,True,True,True,False,True,mitochondrial disease,TRIT1-related tRNA isopentenyltransferase deficiency,DEE,Combined oxidative phosphorylation deficiency 35 MIM#617873,"Combined oxidative phosphorylation deficiency 35, MIM#617873","Combined oxidative phosphorylation deficiency 35, OMIM:617873; combined oxidative phosphorylation deficiency 35, MONDO:0054742","Combined oxidative phosphorylation deficiency 35, OMIM:617873; combined oxidative phosphorylation deficiency 35, MONDO:0054742",,,,,False,,,,,,,,,,,,,False,,,,False,34,"(""TRIT1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:25980,TRMT1,tRNA methyltransferase 1,T1,ndd_with_epilepsy,False,,8,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_id;sysndd,528084,FLJ20244;TRM1,611669,ENSG00000104907,protein-coding gene,Definitive,limited,Assessed,Green,Green,,Green,,Definitive,True,True,True,True,True,True,False,True,False,True,complex neurodevelopmental disorder,TRMT1-related intellectual developmental disorder,DEE,"Intellectual developmental disorder, autosomal recessive 68	MIM#618302","Intellectual developmental disorder, autosomal recessive 68	MIM#618302",,"autosomal recessive intellectual disorder; ARID; Mental retardation, autosomal recessive 68, 618302; Global developmental delay; Intellectual disability",,,,,False,,,,,,,,,,,,,False,,,,False,15,"(""TRMT1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:28403,TRMT10A,tRNA methyltransferase 10A,T1,ndd_with_epilepsy,False,,7,g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_id;sysndd,391408,RG9MTD2;MGC27034;TRM10,616013,ENSG00000145331,protein-coding gene,,definitive,Assessed,Green,Green,,Green,,Definitive,False,True,True,True,True,True,False,True,False,True,,TRMT10A-related intellectual developmental disorder,DEE,"Microcephaly, short stature, and impaired glucose metabolism 1, MIM# 616033","Microcephaly, short stature, and impaired glucose metabolism 1, MIM# 616033; MONDO:0000208",,"Microcephaly, short stature, and impaired glucose metabolism 1, 616033; Young onset diabetes, short stature and microcephaly with intellectual disability",,,,,False,,,,,,,,,,,,,False,,,,False,20,"(""TRMT10A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:26022,TRMT10C,"tRNA methyltransferase 10C, mitochondrial RNase P subunit",T1,ndd_no_documented_epilepsy,False,,4,clingen;g2p_dd;orphadata_genes;sysndd,478042,RG9MTD1;FLJ20432;MRPP1,615423,ENSG00000174173,protein-coding gene,Moderate,strong,Assessed,,,,,,Limited,True,True,False,True,False,False,False,False,False,True,mitochondrial disease,TRMT10C-related mitochondrial RNA processing and multiple respiratory chain deficiencies,,,,,,,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:23141,TRMT5,tRNA methyltransferase 5,T1,ndd_no_documented_epilepsy,False,,4,clingen;orphadata_genes;panelapp_ge_id;sysndd,477684,KIAA1393;TRM5,611023,ENSG00000126814,protein-coding gene,Definitive,,Assessed,,,,Green,,Definitive,True,False,False,True,False,False,False,True,False,True,mitochondrial disease,,,,,,"Peripheral neuropathy with variable spasticity, exercise intolerance, and developmental delay, OMIM:616539",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:25481,TRMU,tRNA mitochondrial 2-thiouridylase,T1,ndd_no_documented_epilepsy,False,,3,clingen;orphadata_genes;sysndd,217371;254864;90641,TRMT;FLJ10140;MTO2;MTU1,610230,ENSG00000100416,protein-coding gene,Definitive;Moderate,,Assessed,,,,,,Limited,True,False,False,True,False,False,False,False,False,True,Leigh syndrome; mitochondrial disease,,,,,,,,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:17341,TRNT1,tRNA nucleotidyl transferase 1,T1,ndd_no_documented_epilepsy,False,,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,369861,MtCCA;CGI-47;CCA1,612907,ENSG00000072756,protein-coding gene,Definitive,strong,Assessed,,Green,,Green,,Definitive,True,True,False,True,False,True,False,True,False,True,congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome,TRNT1-related retinitis pigmentosa and erythrocytic microcytosis,,,"Retinitis pigmentosa and erythrocytic microcytosis, OMIM #616959; Sideroblastic anemia with B-cell immunodeficiency, periodic fevers, and developmental delay, OMIM #616084",,"Sideroblastic anemia with B-cell immunodeficiency, periodic fevers, and developmental delay, OMIM #616084",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:7146,TRPM1,transient receptor potential cation channel subfamily M member 1,T1,ndd_no_documented_epilepsy,False,,5,clingen;g2p_dd;orphadata_genes;panelapp_ge_id;sfari,714079,MLSN1;LTRPC1;CSNB1C,603576,ENSG00000134160,protein-coding gene,Definitive,definitive,Assessed,,,,Red,2,,True,True,False,True,False,False,False,True,True,False,TRPM1-related retinopathy,"TRPM1-related night blindness, congenital stationary",,,,,"Night blindness, congenital stationary (complete), 1C, autosomal; recessive, 613216",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:17992,TRPM3,transient receptor potential cation channel subfamily M member 3,T1,ndd_with_epilepsy,False,,10,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd,178469,KIAA1616;LTRPC3;GON-2,608961,ENSG00000083067,protein-coding gene,Definitive;Moderate,definitive,Assessed,Green,Green,Green,Green,,Definitive,True,True,True,True,True,True,True,True,True,True,cataract 50 with or without glaucoma; syndromic complex neurodevelopmental disorder,TRPM3-related developmental disorder,DEE,"Neurodevelopmental disorder with hypotonia, dysmorphic facies, and skeletal anomalies, with or without seizures, MIM# 620224","Neurodevelopmental disorder with hypotonia, dysmorphic facies, and skeletal anomalies, with or without seizures, MIM# 620224","Neurodevelopmental disorder with hypotonia, dysmorphic facies, and skeletal anomalies, with or without seizures, OMIM:620224","Neurodevelopmental disorder with hypotonia, dysmorphic facies, and skeletal anomalies, with or without seizures, OMIM:620224",,,,,False,,,,,,,,,,,,,False,,,,False,232,"(""TRPM3""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:17995,TRPM6,transient receptor potential cation channel subfamily M member 6,T1,ndd_with_epilepsy,False,,6,genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_ge_epilepsy;sfari;sysndd,30924,HOMG;HSH;CHAK2;FLJ22628,607009,ENSG00000119121,protein-coding gene,,,Assessed,Green,,Green,,3,Limited,False,False,True,True,True,False,True,False,True,True,,,DEE,"Hypomagnesemia 1, intestinal, MIM#602014",,"Hypomagnesemia 1, intestinal 602014",,,,,,False,,,,,,,,,,,,,False,,,,False,282,"(""TRPM6""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:17994,TRPM7,transient receptor potential cation channel subfamily M member 7,T1,ndd_with_epilepsy,False,,6,clingen;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;sfari,140957;90020,CHAK1;LTRPC7;TRP-PLIK,605692,ENSG00000092439,protein-coding gene,Moderate,,Assessed;Not yet assessed,Green,Green,Green,,3,,True,False,False,True,True,True,True,False,True,False,"macrothrombocytopenia, isolated",,,"Familial primary hypomagnesaemia, MONDO:0018100, TRPM7-related","Familial primary hypomagnesaemia, MONDO:0018100, TRPM7-related",hypomagnesaemia with secondary hypocalcaemia,,,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:12340,TRPS1,transcriptional repressor GATA binding 1,T1,ndd_no_documented_epilepsy,False,,4,g2p_dd;orphadata_genes;panelapp_ge_id;sysndd,502;77258,LGCR;GC79,604386,ENSG00000104447,protein-coding gene,,definitive,Assessed,,,,Red,,Limited,False,True,False,True,False,False,False,True,False,True,,TRPS1-related trichorhinopharangeal syndrome,,,,,"Trichorhinophalangeal syndrome, type I, 190350; Trichorhinophalangeal syndrome, type III, 190351",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:18084,TRPV3,transient receptor potential cation channel subfamily V member 3,T1,ndd_no_documented_epilepsy,False,,2,g2p_dd;orphadata_genes,448264;659,VRL3,607066,ENSG00000167723,protein-coding gene,,strong,Assessed,,,,,,,False,True,False,True,False,False,False,False,False,False,,TRPV3-related Olmsted syndrome,,,,,,,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:18083,TRPV4,transient receptor potential cation channel subfamily V member 4,T1,ndd_no_documented_epilepsy,False,,4,clingen;g2p_dd;orphadata_genes;panelapp_ge_id,1216;263482;2635;431255;85169;86820;93304;93314;99937,OTRPC4;TRP12;VROAC;VRL-2;VR-OAC;CMT2C,605427,ENSG00000111199,protein-coding gene,Definitive,definitive,Assessed,,,,Red,,,True,True,False,True,False,False,False,True,False,False,TRPV4-related bone disorder; neuromuscular disease,"TRPV4-related metatropic dysplasia; TRPV4-related spondylometaphyseal dysplasia, Kozlowski type",,,,,"Brachyolmia type 3, 113500; Spondylometaphyseal dysplasia, Kozlowski type, 184252; Metatropic dysplasia, 156530; Hereditary motor and sensory neuropathy, type IIc, 606071; Scapuloperoneal spinal; muscular atrophy, 181405; [Sodium serum level QTL 1], 613508; Parastremmatic dwarfism, 168400; SED, Maroteaux type, 184095; Spinal muscular atrophy, distal, congenital nonprogressive, 600175; Digital arthropathy-brachydactyly, familial, 606835",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:14006,TRPV6,transient receptor potential cation channel subfamily V member 6,T1,ndd_no_documented_epilepsy,False,,2,g2p_dd;orphadata_genes,417;676,ECAC2;CaT1,606680,ENSG00000165125,protein-coding gene,,strong,Assessed,,,,,,,False,True,False,True,False,False,False,False,False,False,,TRPV6-related transient neonatal hyperparathyroidism,,,,,,,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:12347,TRRAP,transformation/transcription domain associated protein,T1,ndd_with_epilepsy,False,,10,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd,90635,TR-AP;PAF400;Tra1,603015,ENSG00000196367,protein-coding gene,Definitive,strong,Assessed,Green,Green,Amber,Green,1,Definitive,True,True,True,True,True,True,True,True,True,True,complex neurodevelopmental disorder with or without congenital anomalies,TRRAP-related autism and syndromic intellectual disability,DEE,"Developmental delay with or without dysmorphic facies and autism, MIM#618454",Developmental delay with or without dysmorphic facies and autism; OMIM #618454,"Microcephaly; Seizures; Abnormal heart morphology; Autism; Developmental delay with or without dysmorphic facies and autism, 618454; Intellectual disability; Abnormality of the urinary system; Global developmental delay","Microcephaly; Seizures; Abnormal heart morphology; Autism; Developmental delay with or without dysmorphic facies and autism, 603015; Intellectual disability; Abnormality of the urinary system; Global developmental delay",,,,,False,,,,,,,,,,,,,False,,,,False,185,"(""TRRAP""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
